"Default,""spolovi"",""zupanija"",""traj.rad.odn"",""izn.kre"",""udio.rate"",""br.cl"""
"0,""M"",""11"",""9"",""80000"",""24"",""0"""
"1,""M"",""4"",""25"",""65000"",""17"",""2"""
"1,""Z"",""16"",""8"",""45000"",""37"",""6"""
"0,""Z"",""12"",""10.5"",""35000"",""25"",""0"""
"0,""Z"",""2"",""23"",""120000"",""15"",""0"""
"1,""M"",""15"",""4.5"",""45000"",""20"",""1"""
"1,""Z"",""1"",""6.5"",""115000"",""20"",""3"""
"1,""Z"",""20"",""25.5"",""80000"",""29"",""6"""
"1,""M"",""1"",""5.5"",""280000"",""20"",""2"""
"1,""M"",""21"",""27"",""1e+05"",""34"",""3"""
"1,""M"",""9"",""19"",""85000"",""28"",""2"""
"1,""M"",""8"",""4.5"",""160000"",""19"",""2"""
"1,""Z"",""8"",""22.5"",""30000"",""23"",""3"""
"1,""Z"",""3"",""2"",""270000"",""18"",""3"""
"1,""Z"",""2"",""11.5"",""65000"",""13"",""3"""
"0,""M"",""14"",""13"",""25000"",""17"",""0"""
"1,""M"",""11"",""6.5"",""20000"",""33"",""1"""
"1,""M"",""1"",""12.5"",""105000"",""8"",""1"""
"1,""M"",""11"",""8"",""40000"",""22"",""2"""
"1,""Z"",""15"",""22"",""70000"",""17"",""3"""
"0,""Z"",""20"",""15"",""35000"",""17"",""0"""
"0,""Z"",""16"",""7.5"",""35000"",""12"",""0"""
"0,""M"",""12"",""9.5"",""40000"",""13"",""0"""
"1,""Z"",""7"",""6.5"",""20000"",""11"",""1"""
"0,""Z"",""20"",""15.5"",""20000"",""9"",""0"""
"1,""Z"",""6"",""9.5"",""30000"",""19"",""1"""
"1,""M"",""3"",""7"",""65000"",""25"",""2"""
"1,""Z"",""18"",""4"",""25000"",""18"",""2"""
"1,""Z"",""20"",""14"",""45000"",""16"",""1"""
"0,""M"",""19"",""7"",""80000"",""22"",""0"""
"1,""Z"",""5"",""7.5"",""45000"",""25"",""2"""
"1,""Z"",""14"",""13"",""15000"",""26"",""2"""
"1,""Z"",""20"",""15"",""20000"",""13"",""3"""
"1,""Z"",""1"",""13"",""60000"",""22"",""1"""
"0,""M"",""19"",""9"",""65000"",""21"",""0"""
"1,""Z"",""21"",""6"",""60000"",""11"",""3"""
"1,""Z"",""19"",""4"",""150000"",""23"",""1"""
"1,""Z"",""15"",""7"",""215000"",""15"",""2"""
"1,""M"",""17"",""11.5"",""15000"",""16"",""1"""
"0,""M"",""18"",""15"",""70000"",""19"",""0"""
"1,""Z"",""19"",""16.5"",""145000"",""23"",""1"""
"1,""Z"",""20"",""9"",""35000"",""17"",""2"""
"0,""Z"",""10"",""15.5"",""20000"",""12"",""0"""
"1,""Z"",""17"",""2.5"",""255000"",""19"",""2"""
"1,""Z"",""8"",""5.5"",""10000"",""23"",""1"""
"1,""Z"",""2"",""8.5"",""20000"",""20"",""2"""
"1,""Z"",""3"",""1"",""65000"",""13"",""1"""
"1,""Z"",""18"",""11.5"",""35000"",""18"",""1"""
"0,""Z"",""9"",""9"",""65000"",""12"",""0"""
"1,""Z"",""18"",""13.5"",""80000"",""18"",""1"""
"1,""Z"",""5"",""5.5"",""75000"",""19"",""1"""
"0,""M"",""18"",""13"",""20000"",""9"",""0"""
"1,""Z"",""14"",""18"",""45000"",""35"",""3"""
"0,""Z"",""15"",""10.5"",""25000"",""20"",""0"""
"1,""Z"",""8"",""4.5"",""25000"",""28"",""3"""
"1,""Z"",""13"",""12"",""65000"",""27"",""2"""
"0,""Z"",""19"",""23"",""55000"",""9"",""0"""
"1,""Z"",""14"",""27"",""25000"",""26"",""3"""
"1,""Z"",""6"",""7.5"",""60000"",""16"",""3"""
"0,""Z"",""12"",""12.5"",""60000"",""7"",""0"""
"0,""M"",""5"",""30"",""30000"",""12"",""0"""
"1,""Z"",""8"",""8"",""245000"",""20"",""1"""
"0,""Z"",""13"",""3"",""150000"",""30"",""0"""
"1,""Z"",""21"",""6.5"",""265000"",""27"",""1"""
"1,""Z"",""5"",""8"",""30000"",""31"",""3"""
"1,""M"",""10"",""24"",""1e+05"",""24"",""1"""
"0,""M"",""21"",""20"",""120000"",""14"",""0"""
"0,""M"",""9"",""11.5"",""45000"",""25"",""0"""
"1,""M"",""9"",""5.5"",""75000"",""22"",""4"""
"1,""M"",""16"",""5.5"",""150000"",""23"",""1"""
"0,""Z"",""18"",""15.5"",""75000"",""14"",""0"""
"1,""Z"",""12"",""2.5"",""10000"",""22"",""3"""
"1,""M"",""16"",""5.5"",""85000"",""15"",""0"""
"1,""Z"",""21"",""6.5"",""240000"",""19"",""2"""
"1,""M"",""1"",""16"",""30000"",""22"",""1"""
"1,""Z"",""21"",""12"",""65000"",""34"",""2"""
"0,""M"",""17"",""6"",""85000"",""9"",""0"""
"1,""M"",""13"",""14"",""85000"",""27"",""4"""
"1,""Z"",""21"",""7"",""205000"",""32"",""4"""
"1,""Z"",""13"",""5"",""75000"",""24"",""1"""
"1,""Z"",""13"",""14.5"",""1e+05"",""28"",""1"""
"0,""M"",""11"",""4.5"",""1e+05"",""21"",""0"""
"1,""Z"",""18"",""4"",""45000"",""10"",""1"""
"1,""Z"",""3"",""12.5"",""65000"",""16"",""2"""
"1,""M"",""6"",""7.5"",""75000"",""34"",""1"""
"1,""M"",""1"",""20.5"",""85000"",""24"",""2"""
"0,""M"",""3"",""11.5"",""125000"",""24"",""0"""
"1,""Z"",""14"",""12"",""95000"",""21"",""2"""
"0,""M"",""12"",""27"",""20000"",""14"",""0"""
"1,""Z"",""11"",""4"",""1e+05"",""9"",""2"""
"1,""M"",""14"",""7.5"",""30000"",""19"",""1"""
"1,""Z"",""17"",""5"",""40000"",""11"",""1"""
"1,""M"",""1"",""4"",""105000"",""15"",""4"""
"1,""M"",""2"",""4.5"",""185000"",""27"",""2"""
"1,""M"",""1"",""25"",""265000"",""32"",""1"""
"1,""M"",""19"",""17"",""10000"",""13"",""3"""
"1,""Z"",""7"",""16"",""1e+05"",""28"",""3"""
"1,""M"",""19"",""25"",""10000"",""35"",""2"""
"1,""M"",""5"",""7"",""85000"",""15"",""1"""
"1,""M"",""19"",""4"",""30000"",""13"",""1"""
"1,""M"",""12"",""5.5"",""40000"",""42"",""5"""
"1,""M"",""6"",""17.5"",""125000"",""17"",""1"""
"1,""Z"",""5"",""27"",""25000"",""32"",""1"""
"1,""M"",""16"",""19.5"",""75000"",""19"",""4"""
"1,""M"",""12"",""20.5"",""30000"",""14"",""4"""
"1,""M"",""18"",""8.5"",""240000"",""21"",""1"""
"1,""M"",""15"",""11"",""45000"",""8"",""1"""
"1,""Z"",""21"",""6"",""80000"",""24"",""2"""
"1,""Z"",""1"",""23"",""85000"",""29"",""2"""
"1,""M"",""11"",""2"",""85000"",""29"",""1"""
"1,""Z"",""16"",""2.5"",""80000"",""15"",""1"""
"1,""Z"",""16"",""10.5"",""80000"",""10"",""1"""
"1,""Z"",""7"",""23"",""15000"",""19"",""3"""
"1,""Z"",""20"",""10.5"",""165000"",""13"",""1"""
"1,""Z"",""10"",""21"",""35000"",""10"",""1"""
"1,""M"",""19"",""17.5"",""25000"",""32"",""3"""
"1,""M"",""4"",""4"",""115000"",""28"",""2"""
"1,""Z"",""20"",""21.5"",""15000"",""25"",""3"""
"1,""Z"",""1"",""9"",""120000"",""16"",""2"""
"0,""Z"",""3"",""8.5"",""80000"",""12"",""0"""
"0,""M"",""15"",""2.5"",""85000"",""12"",""0"""
"0,""M"",""12"",""8.5"",""80000"",""20"",""0"""
"1,""M"",""20"",""10"",""55000"",""28"",""3"""
"1,""M"",""21"",""1.5"",""60000"",""10"",""1"""
"1,""M"",""13"",""10"",""85000"",""14"",""1"""
"1,""Z"",""19"",""5"",""125000"",""25"",""4"""
"1,""Z"",""6"",""7"",""30000"",""15"",""1"""
"0,""Z"",""14"",""3.5"",""125000"",""6"",""0"""
"1,""Z"",""13"",""5.5"",""280000"",""22"",""1"""
"1,""Z"",""21"",""18.5"",""60000"",""30"",""2"""
"0,""Z"",""1"",""25.5"",""20000"",""18"",""0"""
"1,""Z"",""16"",""27"",""45000"",""35"",""1"""
"1,""Z"",""5"",""4.5"",""15000"",""21"",""1"""
"1,""Z"",""21"",""15"",""75000"",""13"",""2"""
"0,""Z"",""19"",""24"",""80000"",""21"",""0"""
"1,""M"",""12"",""18.5"",""65000"",""10"",""2"""
"1,""M"",""4"",""9.5"",""1e+05"",""21"",""2"""
"0,""M"",""3"",""8"",""175000"",""20"",""0"""
"1,""M"",""7"",""7"",""85000"",""17"",""1"""
"0,""Z"",""16"",""12"",""30000"",""18"",""0"""
"0,""M"",""11"",""22"",""80000"",""25"",""0"""
"1,""M"",""20"",""20.5"",""70000"",""11"",""1"""
"1,""Z"",""8"",""9.5"",""75000"",""5"",""2"""
"0,""Z"",""19"",""17"",""1e+05"",""27"",""0"""
"1,""Z"",""14"",""9.5"",""4e+05"",""11"",""2"""
"1,""M"",""2"",""8"",""80000"",""15"",""2"""
"1,""Z"",""3"",""4"",""80000"",""20"",""2"""
"0,""M"",""3"",""16.5"",""65000"",""9"",""0"""
"1,""Z"",""4"",""17"",""80000"",""36"",""5"""
"0,""Z"",""1"",""20.5"",""70000"",""20"",""0"""
"0,""M"",""15"",""24"",""150000"",""8"",""0"""
"1,""M"",""16"",""6"",""5000"",""32"",""4"""
"1,""Z"",""1"",""11"",""260000"",""29"",""1"""
"1,""Z"",""20"",""2.5"",""35000"",""25"",""3"""
"1,""M"",""21"",""11"",""65000"",""27"",""4"""
"1,""Z"",""16"",""2.5"",""105000"",""16"",""3"""
"1,""M"",""18"",""4.5"",""150000"",""20"",""1"""
"1,""M"",""11"",""9"",""40000"",""11"",""1"""
"1,""M"",""5"",""23"",""210000"",""12"",""4"""
"1,""Z"",""11"",""12.5"",""35000"",""16"",""6"""
"1,""M"",""21"",""11"",""65000"",""18"",""1"""
"1,""Z"",""19"",""1"",""20000"",""21"",""1"""
"1,""Z"",""14"",""8.5"",""125000"",""19"",""1"""
"1,""Z"",""7"",""16"",""85000"",""17"",""1"""
"1,""M"",""21"",""6"",""25000"",""18"",""1"""
"1,""M"",""15"",""23"",""120000"",""20"",""2"""
"1,""Z"",""2"",""4.5"",""25000"",""14"",""2"""
"1,""M"",""5"",""6"",""1e+05"",""14"",""2"""
"1,""M"",""13"",""10"",""40000"",""32"",""2"""
"1,""Z"",""20"",""24"",""20000"",""14"",""2"""
"1,""M"",""1"",""12.5"",""105000"",""16"",""1"""
"1,""M"",""16"",""22"",""25000"",""21"",""1"""
"1,""Z"",""4"",""27"",""280000"",""20"",""1"""
"1,""Z"",""20"",""11.5"",""45000"",""15"",""1"""
"1,""M"",""10"",""10"",""120000"",""22"",""1"""
"1,""M"",""14"",""15.5"",""40000"",""16"",""2"""
"1,""M"",""13"",""5.5"",""15000"",""11"",""1"""
"0,""Z"",""10"",""6"",""35000"",""29"",""0"""
"1,""Z"",""4"",""25"",""85000"",""56"",""6"""
"1,""M"",""3"",""12"",""80000"",""44"",""6"""
"1,""M"",""3"",""11.5"",""65000"",""18"",""1"""
"1,""Z"",""16"",""12"",""80000"",""33"",""3"""
"1,""M"",""19"",""8"",""15000"",""30"",""4"""
"1,""Z"",""2"",""4.5"",""30000"",""7"",""3"""
"1,""Z"",""11"",""7.5"",""25000"",""31"",""3"""
"1,""M"",""12"",""16.5"",""20000"",""14"",""1"""
"1,""M"",""11"",""17.5"",""35000"",""12"",""1"""
"0,""M"",""16"",""14"",""85000"",""18"",""0"""
"1,""Z"",""20"",""11"",""85000"",""34"",""2"""
"0,""M"",""21"",""4"",""145000"",""16"",""0"""
"1,""Z"",""5"",""22"",""85000"",""16"",""1"""
"1,""M"",""9"",""17"",""125000"",""25"",""2"""
"1,""M"",""16"",""24"",""85000"",""31"",""1"""
"0,""M"",""12"",""3"",""65000"",""12"",""0"""
"1,""M"",""1"",""7"",""120000"",""4"",""1"""
"1,""M"",""12"",""2.5"",""20000"",""15"",""2"""
"1,""M"",""15"",""12.5"",""150000"",""17"",""2"""
"1,""Z"",""6"",""19"",""1e+05"",""31"",""1"""
"1,""Z"",""12"",""3"",""30000"",""19"",""0"""
"1,""Z"",""7"",""8.5"",""10000"",""28"",""2"""
"1,""M"",""13"",""2.5"",""75000"",""27"",""3"""
"1,""M"",""9"",""21"",""35000"",""11"",""1"""
"1,""M"",""10"",""9"",""25000"",""19"",""1"""
"1,""Z"",""11"",""7"",""60000"",""28"",""3"""
"0,""Z"",""16"",""22"",""20000"",""27"",""0"""
"0,""M"",""16"",""27"",""1e+05"",""35"",""0"""
"1,""M"",""13"",""23.5"",""60000"",""17"",""1"""
"0,""M"",""1"",""9"",""105000"",""26"",""0"""
"1,""M"",""17"",""8.5"",""20000"",""25"",""2"""
"1,""M"",""14"",""10"",""80000"",""12"",""1"""
"1,""Z"",""16"",""5"",""120000"",""21"",""1"""
"1,""Z"",""17"",""27"",""35000"",""19"",""3"""
"1,""M"",""6"",""12.5"",""75000"",""17"",""3"""
"1,""Z"",""12"",""12.5"",""80000"",""10"",""1"""
"1,""Z"",""5"",""13.5"",""20000"",""27"",""4"""
"1,""Z"",""17"",""27"",""25000"",""18"",""1"""
"1,""Z"",""19"",""24"",""20000"",""21"",""2"""
"1,""Z"",""14"",""12"",""80000"",""13"",""1"""
"1,""Z"",""19"",""11"",""30000"",""29"",""3"""
"1,""Z"",""10"",""8"",""40000"",""27"",""1"""
"1,""M"",""1"",""14.5"",""85000"",""15"",""1"""
"1,""M"",""9"",""13"",""35000"",""16"",""1"""
"0,""M"",""19"",""19.5"",""30000"",""18"",""0"""
"1,""M"",""21"",""8"",""30000"",""31"",""3"""
"1,""M"",""3"",""8.5"",""55000"",""16"",""3"""
"1,""Z"",""15"",""13"",""10000"",""22"",""1"""
"1,""M"",""10"",""5.5"",""45000"",""30"",""4"""
"1,""M"",""9"",""9.5"",""40000"",""32"",""2"""
"1,""M"",""18"",""12"",""10000"",""21"",""2"""
"1,""Z"",""21"",""10.5"",""35000"",""14"",""1"""
"0,""Z"",""5"",""17.5"",""60000"",""18"",""0"""
"1,""M"",""4"",""8"",""25000"",""15"",""2"""
"1,""M"",""9"",""26"",""80000"",""30"",""2"""
"1,""M"",""20"",""27"",""40000"",""24"",""3"""
"1,""Z"",""6"",""16.5"",""20000"",""25"",""1"""
"1,""Z"",""19"",""25"",""80000"",""9"",""2"""
"1,""M"",""1"",""7.5"",""15000"",""25"",""3"""
"0,""Z"",""3"",""18"",""25000"",""11"",""0"""
"1,""M"",""7"",""13.5"",""35000"",""37"",""6"""
"1,""Z"",""10"",""6"",""120000"",""26"",""4"""
"1,""M"",""18"",""11"",""45000"",""21"",""1"""
"1,""Z"",""18"",""6.5"",""60000"",""27"",""2"""
"1,""Z"",""14"",""27"",""20000"",""15"",""2"""
"0,""M"",""12"",""14"",""35000"",""10"",""0"""
"1,""Z"",""5"",""14"",""120000"",""15"",""2"""
"1,""M"",""14"",""22"",""65000"",""18"",""2"""
"0,""Z"",""18"",""27"",""40000"",""14"",""0"""
"1,""M"",""4"",""18.5"",""65000"",""13"",""1"""
"0,""Z"",""13"",""5"",""25000"",""9"",""0"""
"1,""Z"",""9"",""25"",""35000"",""13"",""1"""
"1,""Z"",""2"",""24"",""20000"",""24"",""4"""
"1,""M"",""19"",""4"",""120000"",""20"",""2"""
"0,""Z"",""10"",""11.5"",""80000"",""18"",""0"""
"1,""M"",""6"",""10"",""25000"",""16"",""2"""
"1,""Z"",""18"",""9"",""30000"",""16"",""1"""
"1,""Z"",""5"",""27"",""35000"",""38"",""6"""
"1,""M"",""1"",""6.5"",""220000"",""23"",""2"""
"0,""Z"",""17"",""9.5"",""75000"",""22"",""0"""
"1,""M"",""3"",""24"",""80000"",""12"",""1"""
"1,""M"",""3"",""20.5"",""205000"",""26"",""1"""
"1,""Z"",""5"",""16"",""80000"",""16"",""2"""
"1,""M"",""20"",""7.5"",""15000"",""22"",""1"""
"1,""Z"",""9"",""9.5"",""25000"",""35"",""3"""
"1,""M"",""21"",""21"",""150000"",""26"",""3"""
"1,""Z"",""15"",""12"",""25000"",""26"",""2"""
"0,""M"",""10"",""3"",""85000"",""19"",""0"""
"1,""Z"",""6"",""4"",""30000"",""5"",""1"""
"1,""M"",""8"",""13"",""25000"",""30"",""3"""
"1,""M"",""10"",""14.5"",""20000"",""14"",""1"""
"1,""Z"",""1"",""11"",""45000"",""33"",""2"""
"1,""Z"",""6"",""15.5"",""125000"",""41"",""5"""
"0,""M"",""16"",""6.5"",""150000"",""5"",""0"""
"1,""Z"",""9"",""5"",""25000"",""20"",""3"""
"1,""Z"",""16"",""13.5"",""25000"",""19"",""0"""
"1,""M"",""7"",""18.5"",""5000"",""21"",""3"""
"1,""Z"",""5"",""19.5"",""25000"",""14"",""2"""
"1,""Z"",""14"",""10.5"",""60000"",""25"",""2"""
"1,""Z"",""10"",""20"",""35000"",""18"",""1"""
"0,""M"",""1"",""25"",""80000"",""15"",""0"""
"1,""Z"",""12"",""8"",""40000"",""30"",""3"""
"1,""M"",""18"",""22"",""60000"",""18"",""1"""
"1,""M"",""13"",""27"",""60000"",""13"",""1"""
"1,""Z"",""15"",""6.5"",""30000"",""19"",""1"""
"1,""M"",""4"",""23"",""30000"",""25"",""1"""
"0,""M"",""16"",""27"",""65000"",""13"",""0"""
"1,""Z"",""9"",""9"",""55000"",""23"",""1"""
"1,""Z"",""5"",""11.5"",""20000"",""22"",""1"""
"1,""Z"",""7"",""18.5"",""10000"",""20"",""3"""
"1,""Z"",""14"",""18"",""245000"",""28"",""1"""
"1,""Z"",""19"",""27"",""30000"",""25"",""2"""
"0,""Z"",""13"",""18.5"",""35000"",""25"",""0"""
"1,""Z"",""7"",""27"",""80000"",""15"",""1"""
"1,""Z"",""14"",""18.5"",""20000"",""33"",""2"""
"1,""Z"",""21"",""15.5"",""80000"",""24"",""1"""
"1,""M"",""12"",""12"",""85000"",""32"",""2"""
"0,""Z"",""9"",""10"",""45000"",""12"",""0"""
"1,""M"",""12"",""4.5"",""40000"",""25"",""1"""
"1,""Z"",""21"",""7"",""125000"",""24"",""4"""
"1,""Z"",""10"",""4"",""60000"",""17"",""1"""
"1,""M"",""7"",""12"",""25000"",""12"",""2"""
"0,""Z"",""21"",""5.5"",""60000"",""34"",""0"""
"1,""M"",""21"",""2.5"",""125000"",""14"",""1"""
"1,""M"",""2"",""9"",""85000"",""34"",""4"""
"0,""M"",""3"",""5.5"",""60000"",""13"",""0"""
"1,""Z"",""16"",""11.5"",""150000"",""33"",""3"""
"1,""M"",""8"",""27"",""10000"",""19"",""1"""
"1,""M"",""16"",""17"",""40000"",""19"",""1"""
"1,""Z"",""3"",""23"",""20000"",""20"",""3"""
"1,""Z"",""13"",""5"",""15000"",""7"",""3"""
"1,""Z"",""18"",""8"",""25000"",""16"",""1"""
"1,""M"",""1"",""13.5"",""20000"",""17"",""2"""
"1,""Z"",""9"",""7.5"",""45000"",""7"",""4"""
"0,""Z"",""15"",""14.5"",""25000"",""24"",""0"""
"1,""M"",""19"",""11"",""25000"",""23"",""2"""
"1,""M"",""20"",""25"",""20000"",""19"",""2"""
"1,""M"",""7"",""7.5"",""20000"",""16"",""2"""
"1,""Z"",""20"",""7"",""245000"",""7"",""1"""
"0,""Z"",""19"",""10"",""25000"",""11"",""0"""
"1,""M"",""21"",""18"",""35000"",""6"",""1"""
"1,""Z"",""4"",""10.5"",""40000"",""13"",""2"""
"1,""Z"",""19"",""27"",""35000"",""19"",""3"""
"1,""M"",""2"",""6"",""55000"",""14"",""1"""
"1,""Z"",""2"",""4.5"",""120000"",""22"",""1"""
"1,""M"",""3"",""14"",""5000"",""32"",""4"""
"1,""Z"",""18"",""24"",""60000"",""18"",""1"""
"0,""M"",""5"",""18.5"",""80000"",""12"",""0"""
"0,""M"",""2"",""7"",""35000"",""12"",""0"""
"1,""M"",""1"",""7"",""40000"",""18"",""4"""
"1,""Z"",""1"",""24"",""65000"",""19"",""1"""
"1,""M"",""15"",""27"",""60000"",""28"",""3"""
"0,""M"",""11"",""8"",""45000"",""24"",""0"""
"0,""M"",""3"",""9.5"",""60000"",""12"",""0"""
"1,""Z"",""21"",""27"",""150000"",""11"",""2"""
"1,""Z"",""11"",""11"",""30000"",""26"",""1"""
"1,""Z"",""19"",""14.5"",""80000"",""18"",""2"""
"0,""Z"",""21"",""9.5"",""85000"",""33"",""0"""
"1,""Z"",""15"",""10"",""20000"",""34"",""3"""
"1,""Z"",""2"",""11"",""65000"",""7"",""1"""
"1,""M"",""12"",""5"",""20000"",""16"",""2"""
"0,""M"",""16"",""6.5"",""15000"",""19"",""0"""
"1,""M"",""13"",""17.5"",""150000"",""26"",""1"""
"1,""Z"",""4"",""8"",""65000"",""20"",""1"""
"1,""Z"",""2"",""13.5"",""220000"",""7"",""2"""
"1,""M"",""9"",""7"",""45000"",""18"",""1"""
"1,""Z"",""1"",""18.5"",""45000"",""27"",""1"""
"0,""Z"",""2"",""7"",""30000"",""16"",""0"""
"0,""M"",""17"",""23"",""25000"",""24"",""0"""
"1,""M"",""1"",""25"",""240000"",""13"",""3"""
"1,""M"",""3"",""8.5"",""85000"",""17"",""3"""
"1,""M"",""6"",""15"",""1e+05"",""12"",""3"""
"1,""Z"",""19"",""4.5"",""30000"",""22"",""3"""
"1,""M"",""11"",""7"",""20000"",""21"",""3"""
"1,""M"",""12"",""25"",""115000"",""15"",""2"""
"1,""M"",""3"",""20"",""65000"",""20"",""1"""
"1,""M"",""4"",""2"",""80000"",""32"",""1"""
"1,""Z"",""10"",""6.5"",""120000"",""31"",""2"""
"1,""Z"",""9"",""9"",""75000"",""23"",""1"""
"1,""M"",""21"",""9"",""150000"",""12"",""1"""
"1,""Z"",""7"",""20"",""30000"",""11"",""1"""
"0,""Z"",""16"",""23"",""20000"",""25"",""0"""
"1,""Z"",""11"",""12"",""85000"",""34"",""2"""
"1,""M"",""17"",""11"",""30000"",""26"",""3"""
"1,""Z"",""4"",""18.5"",""40000"",""25"",""1"""
"1,""Z"",""21"",""6"",""45000"",""18"",""2"""
"1,""Z"",""5"",""16"",""80000"",""29"",""2"""
"1,""M"",""18"",""24"",""120000"",""22"",""1"""
"1,""M"",""18"",""16.5"",""65000"",""16"",""1"""
"1,""Z"",""1"",""8.5"",""245000"",""11"",""2"""
"1,""Z"",""21"",""7.5"",""35000"",""20"",""2"""
"1,""M"",""4"",""15"",""60000"",""27"",""1"""
"1,""M"",""3"",""5"",""45000"",""21"",""3"""
"1,""M"",""11"",""4.5"",""15000"",""32"",""1"""
"0,""Z"",""21"",""3"",""55000"",""22"",""0"""
"1,""Z"",""2"",""3.5"",""85000"",""19"",""2"""
"1,""Z"",""15"",""11"",""250000"",""42"",""5"""
"1,""Z"",""6"",""5"",""10000"",""27"",""4"""
"0,""Z"",""1"",""12"",""225000"",""13"",""0"""
"1,""M"",""1"",""27"",""35000"",""37"",""5"""
"1,""Z"",""9"",""14.5"",""15000"",""20"",""1"""
"1,""M"",""8"",""7"",""60000"",""34"",""1"""
"1,""M"",""5"",""18.5"",""65000"",""17"",""4"""
"1,""M"",""19"",""11"",""85000"",""11"",""1"""
"1,""Z"",""5"",""6.5"",""15000"",""29"",""2"""
"1,""M"",""4"",""8.5"",""85000"",""33"",""3"""
"0,""Z"",""12"",""7.5"",""35000"",""13"",""0"""
"1,""Z"",""1"",""5"",""85000"",""17"",""1"""
"1,""M"",""2"",""22"",""25000"",""16"",""2"""
"1,""Z"",""13"",""4"",""120000"",""17"",""2"""
"1,""Z"",""12"",""5"",""85000"",""10"",""1"""
"1,""Z"",""8"",""21.5"",""150000"",""31"",""2"""
"1,""M"",""16"",""14"",""15000"",""10"",""1"""
"1,""M"",""12"",""12"",""85000"",""19"",""1"""
"1,""Z"",""8"",""25"",""80000"",""11"",""2"""
"1,""Z"",""18"",""25.5"",""65000"",""11"",""1"""
"1,""M"",""20"",""6"",""150000"",""18"",""1"""
"1,""Z"",""14"",""3.5"",""25000"",""38"",""6"""
"0,""M"",""6"",""6.5"",""35000"",""22"",""0"""
"0,""M"",""18"",""27"",""20000"",""16"",""0"""
"1,""Z"",""11"",""10.5"",""45000"",""20"",""5"""
"1,""M"",""7"",""6"",""65000"",""38"",""5"""
"1,""M"",""13"",""4.5"",""85000"",""13"",""4"""
"1,""Z"",""13"",""16"",""80000"",""29"",""3"""
"1,""M"",""6"",""8.5"",""65000"",""20"",""2"""
"1,""M"",""3"",""6.5"",""120000"",""19"",""6"""
"1,""Z"",""15"",""6"",""25000"",""23"",""2"""
"0,""Z"",""14"",""5.5"",""40000"",""6"",""0"""
"1,""Z"",""7"",""14"",""35000"",""23"",""2"""
"0,""Z"",""12"",""6"",""80000"",""20"",""0"""
"1,""M"",""10"",""8"",""45000"",""42"",""4"""
"1,""Z"",""13"",""5"",""35000"",""34"",""2"""
"1,""Z"",""15"",""25"",""245000"",""34"",""2"""
"1,""M"",""3"",""15.5"",""85000"",""22"",""2"""
"1,""Z"",""1"",""12"",""20000"",""17"",""4"""
"1,""M"",""7"",""6.5"",""270000"",""45"",""6"""
"1,""M"",""9"",""4.5"",""15000"",""14"",""0"""
"0,""M"",""4"",""10.5"",""30000"",""11"",""0"""
"1,""Z"",""13"",""24"",""85000"",""13"",""1"""
"1,""M"",""16"",""9"",""30000"",""13"",""2"""
"1,""M"",""19"",""4.5"",""45000"",""27"",""2"""
"1,""Z"",""8"",""21.5"",""65000"",""27"",""2"""
"1,""M"",""13"",""9.5"",""120000"",""20"",""1"""
"1,""Z"",""14"",""7"",""35000"",""26"",""2"""
"1,""Z"",""14"",""12.5"",""30000"",""11"",""1"""
"1,""M"",""14"",""15"",""25000"",""22"",""3"""
"1,""M"",""19"",""3.5"",""60000"",""19"",""1"""
"1,""Z"",""16"",""27"",""95000"",""30"",""1"""
"1,""M"",""17"",""25"",""195000"",""11"",""1"""
"0,""M"",""9"",""11"",""330000"",""24"",""0"""
"0,""M"",""4"",""9.5"",""80000"",""23"",""0"""
"1,""M"",""3"",""10"",""80000"",""40"",""5"""
"0,""Z"",""17"",""9"",""85000"",""24"",""0"""
"1,""M"",""16"",""14.5"",""35000"",""10"",""3"""
"1,""Z"",""9"",""13"",""95000"",""7"",""1"""
"1,""Z"",""9"",""6.5"",""70000"",""10"",""1"""
"1,""M"",""9"",""19"",""80000"",""17"",""3"""
"1,""Z"",""6"",""23"",""60000"",""20"",""1"""
"1,""M"",""1"",""8.5"",""75000"",""16"",""1"""
"1,""Z"",""3"",""11"",""235000"",""34"",""2"""
"1,""Z"",""3"",""8.5"",""15000"",""14"",""1"""
"1,""Z"",""20"",""16.5"",""65000"",""32"",""3"""
"1,""M"",""3"",""4"",""85000"",""18"",""2"""
"1,""Z"",""3"",""16"",""30000"",""24"",""3"""
"0,""M"",""8"",""16"",""80000"",""19"",""0"""
"1,""Z"",""15"",""7"",""35000"",""22"",""3"""
"1,""M"",""14"",""7.5"",""60000"",""28"",""2"""
"1,""M"",""21"",""10"",""80000"",""18"",""3"""
"1,""M"",""11"",""11"",""125000"",""25"",""1"""
"1,""Z"",""15"",""13.5"",""30000"",""18"",""2"""
"1,""Z"",""16"",""10"",""35000"",""20"",""3"""
"1,""M"",""3"",""5.5"",""120000"",""12"",""1"""
"1,""Z"",""4"",""9"",""65000"",""17"",""1"""
"1,""Z"",""6"",""12.5"",""20000"",""25"",""1"""
"1,""M"",""9"",""7.5"",""25000"",""37"",""6"""
"1,""M"",""1"",""6.5"",""25000"",""15"",""1"""
"1,""M"",""11"",""5"",""60000"",""25"",""3"""
"1,""M"",""12"",""5.5"",""25000"",""9"",""4"""
"0,""Z"",""9"",""10"",""195000"",""18"",""0"""
"1,""M"",""1"",""25"",""385000"",""36"",""6"""
